Fwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Total,Bwd IAT Mean,Packet Length Mean,Label,NormPacket_Length_Mean,NormFwd_Packet_Length_Std,NormBwd_IAT_Total,NormFlow_IAT_Mean,NormFwd_IAT_Mean,NormFlow_IAT_Std,NormBwd_IAT_Mean
0.000000,142.139000,0.000000,0.000000,0,0.000000,135.000000,dns,0.900000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
0.000000,0.465000,0.000000,0.000000,0,0.000000,193.666667,dns,1.291111,0.000000,0.000000,0.660759,0.000000,0.000000,0.000000
0.000000,0.000120,0.136786,0.061000,22,0.022000,147.400000,dns,0.982667,0.000000,0.000000,0.000170,0.028941,0.000113,0.000010
0.000000,0.412000,0.000000,0.000000,0,0.000000,193.666667,dns,1.291111,0.000000,0.000000,0.585447,0.000000,0.000000,0.000000
0.000000,0.376000,0.000000,0.000000,0,0.000000,121.000000,dns,0.806667,0.000000,0.000000,0.534291,0.000000,0.000000,0.000000
0.000000,0.000114,0.124717,0.000060,26,0.026000,147.400000,dns,0.982667,0.000000,0.000000,0.000162,0.000028,0.000103,0.000012
0.000000,0.000107,0.128360,0.047000,19,0.019000,147.400000,dns,0.982667,0.000000,0.000000,0.000152,0.022298,0.000106,0.000009
0.000000,0.117000,0.119779,0.056000,40,0.000040,147.400000,dns,0.982667,0.000000,0.000000,0.166256,0.026568,0.000099,0.000000
0.000000,0.000104,0.125723,0.045000,18,0.018000,147.400000,dns,0.982667,0.000000,0.000000,0.000147,0.021350,0.000104,0.000009
0.000000,74.636000,0.000000,0.000000,0,0.000000,124.000000,dns,0.826667,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
0.000000,0.008375,14.244249,0.039000,24822,24.822000,147.400000,dns,0.982667,0.000000,0.000021,0.011900,0.018503,0.011757,0.011817
0.000000,0.224000,0.000000,0.000000,0,0.000000,59.000000,dns,0.393333,0.000000,0.000000,0.318301,0.000000,0.000000,0.000000
0.000000,0.314000,0.000000,0.000000,0,0.000000,120.000000,dns,0.800000,0.000000,0.000000,0.446190,0.000000,0.000000,0.000000
0.000000,181.452000,0.000000,0.000000,0,0.000000,142.000000,dns,0.946667,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
0.000000,2.921000,0.000000,0.000000,0,0.000000,131.666667,dns,0.877778,0.000000,0.000000,4.150704,0.000000,0.000000,0.000000
0.000000,0.000118,0.092230,0.047000,84,0.084000,147.400000,dns,0.982667,0.000000,0.000000,0.000167,0.022298,0.000076,0.000040
